Turno	Data e hora	Pallets expedidos	Total de cargas	Em descida	Zona mista	Piso novo armazém	Fifo 1	Fifo 2	Fifo 3	Fifo 4	Fifo 5	Observação	Responsável	Dedutível	FPLOG EM ATRASO	Mapa em atraso	Odisseia em atraso
TURNO 3	20/11/2025	263	9		DEVOLUÇÃO PEND. NF DEVOLUÇÃO PEND. COLETA MP REMESSA (901603696) - PEND. SPLIT EXPORTAÇÃO  SOBRA PARANÁ 20.11 (901747770) - PEND. BIPAR		FP LOG - PEND. NF	PARANÁ 20.11 (901747459) - PEND. BIPAR AD. REGISTRO 19.11 (901681021) - PEND. BIPAR AD. REGISTRO 19.11 (901747793) - PEND. BIPAR SOBRA REGISTRO 20.11 (901740709) - PEND. BIPAR	SJP REMESSA (901603585) - (CHAMADO ABERTO) SOBRA VARGINHA 20.11 (901747122) - PEND. BIPAR AD. SGC 20.11 - PEND. CRIAR REMESSA	F1 - PALETES ESTORNADOS	F1 - 31 PALETES NO FIFO 4	F1 - 04 FILEIRAS NO RECEBIMENTO AGUARDANDO CHAMADO 901719423 - LO LIVRE - AGUARDANDO CHAMADO PEND. MAPA 21.11 CHAMADO ABERTO REMESSA: SJP 901603585	Bezerra Josefa				
TURNO 1	20/11/2025	209	5	ZERADO	DEVOLUÇÃO PEND. NF DEVOLUÇÃO PEND. COLETA MP REMESSA (901603696) - PEND. SPLIT SOBRA PARANÁ 20.11 (901747770) - PEND. BIPAR	ZERADO	FP LOG - PEND. NF SJP REMESSA (901603585) - CHAMADO ABERTO PARANÁ 21.11 - PEND. CRIAR REMESSA	PLTS DE ESTOJO CÓDIGO 89314 COM ERRO DE CADASTRADO DE PESO	SOBRA VARGINHA 20.11 (901747122) - PEND. BIPAR SGC (901749647/901762049) - PEND. CARREGAMENTO	F1 - 2 FILEIRAS ESTORNADAS	F1 - PEND. ESTORNO F1 (901760573) EM CARREGAMENTO	ESTOJOS NO PISO DE RECEBIMENTO NÃO INCLUIR O ITEM 89314 NAS CARGAS - ERRO DE CADASTRO DE PESO  PARANÁ (901719423) - LO LIVRE  SJP (901603585) - CHAMADO ABERTO  AD. 19.11 SGC /VARGINHA / PARANÁ - MAPEADA PEND. SOLICITAR  AD. 20.11 PARANÁ/ VARGINHA/REGISTRO - MAPEADA PEND. SOLICITAR  AD. 21.11 SGC MAPEADA PEND. SOLICITAR  PEND. MAPEAR AD. 21.11 PARANÁ  LISTA FPLOG CRIADA	Nicole Vieira				
TURNO 3	21/11/2025	60	1	AD. PARANÁ 21.11	DEVOLUÇÃO - PEND. NF DEVOLUÇÃO - PEND. COLETA MP REMESSA (901603696) - PEND. SPLIT AD. PARANÁ 19.11 (901786257) - PEND. BIPAR SOBRA PARANÁ 20.11 (901747770) - PEND. BIPAR		FP LOG - PEND. NF SJP (901603585) - CHAMADO ABERTO AD. SGC 19.11 (901788984) - PEND. BIPAR AD. REGISTRO 20.11 (901800074) - PEND. BIPAR AD. PARANÁ 20.11 (901800118) - PEND. BIPAR AD. SGC 21.11 (901801058) - PEND. BIPAR AD. VARGINHA 19.11 - PEND. SEPARAÇÃO	20 PALETES DE ESTOJO COM ERRO NO CADASTRO DO PESO (89314)	F1 - FATURADO (901785930) - PEND. BAÚ SOBRA VARGINHA 20.11 (901747122) - PEND. BIPAR	F1 - PALETES ESTORNADOS	F1 - FATURADO (901799095) - PEND. BAÚ F1 - FATURADO (901778189) - PEND. BAÚ F1 - PALETES ESTORNADOS	LISTA FPLOG CRIADA F1 - ESTOJOS NO PISO DE RECEBIMENTO - PEND. ESTORNO AD. PARANÁ 19.11 (901719423) - LO LIVRE SJP (901603585) - CHAMADO ABERTO SJP ODISSEIA (901708974) PEND. SOLICITAR  NÃO INCLUIR O ITEM DE ESTOJO 89314 NAS CARGAS - ERRO DE CADASTRO NO PESO	Bezerra Josefa				
TURNO 1	21/11/2025	120	8	ZERADO	DEVOLUÇÃO - PEND. NF DEVOLUÇÃO - PEND. COLETA MP REMESSA (901603696) - PEND. SPLIT AD. REGISTRO 20.11 (901800074) - PEND. BIPAR 2 PALLETS DIVERGENTES AD. VARGINHA 19.11 (901819051)- PEND. BIPAR AD. SGC 20.11 () (901819973)- PEND. BIPAR	ZERADO	FP LOG - PEND. NF SJP (901603585) - CHAMADO ABERTO SOBRA PARANA 20.11 (901747770) - PEND. BIPAR AD. SGC 20.11 (901749647)  - PEND. BIPAR AD. PARANA 19.11 (901786257)- PEND. BIPAR AD. SGC 19.11 (901788984)- PEND. BIPAR AD. PARANA 20.11 (901800118) - PEND. BIPAR AD. SGC 21.11 (901801058) - PEND. BIPAR AD. PARANA 21.11 (901804687)- PEND. BIPAR AD. PARANA 20.11 (901805691) - PEND. BIPAR AD. PARANA 21.11 (901807054)- PEND. BIPAR AD. VARGINHA 21.11 (901819473)- PEND. BIPAR	20 PALETES DE ESTOJO COM ERRO NO CADASTRO DO PESO (89314)-CHAMADO FP LOG- PEND COLETA (901625389/901707866) FP LOG-PEND (901637767) DESBLOQUEIO	F1 - PENDENTE REMESSA	F1 - AG. BAU (901807005)	F1 - 15 PALLETS ESTORNOS.	MAPA 22/11 LISTA CRIADA (PARANA/REGISTRO/SGC)  PEND. CRIAR LISTA VARGINHA  F1 - ESTOJOS NO PISO DE RECEBIMENTO - PEND. ESTORNO AD. PARANÁ 19.11 (901719423) - LO LIVRE  SJP (901603585) - CHAMADO ABERTO  SJP ODISSEIA (901708974) PEND. SOLICITAR  NÃO INCLUIR O ITEM DE ESTOJO 89314 NAS CARGAS - ERRO DE CADASTRO NO PESO F1 CARREGADO BAU PIZZATTO (901785930) - PEND TRANSBORDO	Ellen Carolina				
TURNO 2	21/11/2025	80	3	AD. PARANÁ 22.11 SGC 22.11 SOBRA DE SJP (POSIÇÕES BLOQUEADAS TRANS 5)	SOBRA DE PARANÁ 22.11 5 PLTS - PEND. BIPAR DEVOLUÇÃO - AG. COLETA AD. REGISTRO 20.11 (901800074) - PEND. BIPAR SOBRA DE SGC 1 PLT - PEND. SEPARAR		FP LOG - PEND. NF SJP (901603585) - CHAMADO ABERTO AD. VARGINHA 21.11 (901819473)- PEND. BIPAR AD. PARANÁ 22.11 - EM DESCIDA	20 PLTS DE ESTOJO COM ERRO NO CADASTRO DO PESO (89314)-CHAMADO FP LOG- PEND COLETA (901625389/901707866) FP LOG-PEND (901637767) DESBLOQUEIO SJP - EM DESCIDA SJP MP REMESSA (901603696) - PEND. SPLIT	SGC 22.11 (DOUBLE DECK) - PEND SPLIT	F1 - 1 CARGA PRONTA PEND. REMESSA	F1 - PEND. ESTORNO PLTS DE ESTOJO COM ERRO NO CADASTRO DO PESO (89314) - CHAMADO	LISTA FINALIZADA - PEND. SOLICITAR REGISTRO E VARGINHA F1 CARREGADO BAU PIZZATTO (901785930) - PEND TRANSBORDO OPORTUNIDADE DE ADERÊNCIA DIAS 20.11 E 21.11 - PEND. SOLICITAR	Ccarvalhosilva				
TURNO 3	22/11/2025	284	15	AD. VARGINHA 22.11 AD. REGISTRO 22.11	DEVOLUÇÃO - AG. COLETA SOBRA REGISTRO 22.11 (901852642) - PEND. BIPAR	ZERADO	FP LOG - PEND. NF SJP (901603585) - CHAMADO ABERTO AD. PARANÁ 22.11 (901851338) - PEND. BIPAR SOBRA SGC 22.11 (901851249) - PEND. BIPAR SOBRA SGC 22.11 (901846108) - PEND. BIPAR SOBRA DE PARANÁ 22.11 (901838973) - PEND. BIPAR	FP LOG - PEND COLETA (901625389/901707866) FP LOG - PEND (901637767) DESBLOQUEIO AD. SGC 22.01 - PEND. SEPARAR	SOBRA REGISTRO 22.11 (901852642) - PEND. BIPAR	F1 - AGUARDANDO BAÚ (901853001)	F1 - PEND. ESTORNO PLTS DE ESTOJO COM ERRO NO CADASTRO DO PESO (89314) - CHAMADO	F1 CARREGADO BAU PIZZATTO (901785930) - PEND. TRANSBORDO PALETES DE ESTOJO COM ERRO NO CADASTRO DO PESO - NA ÁREA DE RECEBIMENTO, AO LADO DO GUARDA CORPO	Santos Gisele	0	0	0	0
TURNO 1	22/11/2025	37	1	ZERADO	DEVOLUÇÃO - AG. COLETA SOBRA REGISTRO 22.11 (901852642) - PEND. BIPAR AD. REGISTRO 22.11 (901866039) - PEND. BIPAR	ZERADO	FP LOG - PEND. NF SJP (901603585) - CHAMADO ABERTO AD. PARANÁ 22.11 (901851338) - PEND. BIPAR SOBRA SGC 22.11 (901851249) - PEND. BIPAR SOBRA SGC 22.11 (901846108) - PEND. BIPAR SOBRA DE PARANÁ 22.11 (901838973) - PEND. BIPAR AD. SGC 22.11 (901857945) - PEND. BIPAR	FP LOG - PEND COLETA (901625389/901707866) FP LOG - PEND (901637767) DESBLOQUEIO AD. VARGINHA (901860917) -PEND. BIPAR	PALLETS F1 PENDENTES ESTORNOS	F1 - 24 PALLETS ESTORNADOS FIFO SISTEMICO FIFO4 ETIQUETA AZUL  FALTA ESTORNO	F1 - PEND. CRIAR REMESSA FIFO SISTEMICO FIFO4A	PALETES DE ESTOJO COM ERRO NO CADASTRO DO PESO - NA ÁREA DE RECEBIMENTO, AO LADO DO GUARDA CORPO 30 PALLETS DE DESMOBILIZAÇÃO RETIRADOS DO TRANS 30 PALLETS DE BISNAGA RETIRADOS DO TRANS 48 PALLETS DE ESTOJO RETIRADOS DO TRANS	Ellen Carolina				
TURNO 3	23/11/2025	148	6	ZERADO	DEVOLUÇÃO - AG. COLETA SOBRA REGISTRO 22.11 (901852642) - PEND. BIPAR AD. REGISTRO 22.11 (901866039) - PEND. BIPAR AD. SGC 21.11 (901885803) - PEND. BIPAR AD. VARGINHA 21.11 (901886551) - PEND. BIPAR AD. REGISTRO 20.11 (901886340) -PEND. BIPAR	ZERADO	FP LOG - PEND COLETA (901625389/901707866) FP LOG - PEND (901637767) DESBLOQUEIO FP LOG - PEND. NF SJP (901603585) - CHAMADO ABERTO AD. PARANÁ 22.11 (901851338) - PEND. BIPAR SOBRA SGC 22.11 (901851249) - PEND. BIPAR SOBRA SGC 22.11 (901846108) - PEND. BIPAR SOBRA DE PARANÁ 22.11 (901838973) - PEND. BIPAR AD. SGC 22.11 (901857945) - PEND. BIPAR	AD. VARGINHA (901860917) - PEND. BIPAR AD VARGINHA (901872973) - PEND BIPAR AD PARANÁ (901873269) - PEND BIPAR AD SGC (901872279) - PEND BIPAR BISNAGAS PARA MOVIMENTAR PARA MP	F1 - AGUARDANDO BAÚ (901885345)	F1 - AGUARDANDO BAÚ (901888218)	F1 - AGUARDANDO BAÚ (901892648)	PALETES DE ESTOJO COM ERRO NO CADASTRO DO PESO - NA ÁREA DE RECEBIMENTO, AO LADO DO GUARDA CORPO (89314)	Santos Gisele	0	0	0	0
TURNO 1	23/11/2025	0	0	CX RIGIDA	DEVOLUÇÃO - AG. COLETA SOBRA REGISTRO 22.11 (901852642) - PEND. BIPAR AD. REGISTRO 22.11 (901866039) - PEND. BIPAR AD. SGC 21.11 (901885803) - PEND. BIPAR AD. VARGINHA 21.11 (901886551) - PEND. BIPAR  AD. REGISTRO 20.11 (901886340) -PEND. BIPAR	ZERADO	FP LOG - PEND COLETA (901625389/901707866)  FP LOG - PEND (901637767) DESBLOQUEIO FP LOG - PEND. NF SJP (901603585) - CHAMADO ABERTO AD. PARANÁ 22.11 (901851338) - PEND. BIPAR SOBRA SGC 22.11 (901851249) - PEND. BIPAR SOBRA SGC 22.11 (901846108) - PEND. BIPAR SOBRA DE PARANÁ 22.11 (901838973) - PEND. BIPAR AD. SGC 22.11 (901857945) - PEND. BIPAR	AD. VARGINHA (901860917) - PEND. BIPAR AD VARGINHA (901872973) - PEND BIPAR AD PARANÁ (901873269) - PEND BIPAR AD SGC (901872279) - PEND BIPAR	F1 - AGUARDANDO BAÚ (901885345)	F1 - AGUARDANDO BAÚ (901888218)	F1 - AGUARDANDO BAÚ (901892648) 2 FILEIRAS ESTORNADAS NO FIFOA4 2 FILEIRAS PARA ESTORNA	PALETES DE ESTOJO COM ERRO NO CADASTRO DO PESO - NA ÁREA DE RECEBIMENTO, AO LADO DO GUARDA CORPO (89314) DESMOBILIZAÇÃO: TOTAL DE 120 PALLETS TIRADOS DO TRANS (MP/GALPÃO)	Ellen Carolina				
TURNO 3	24/11/2025	51	1	AD. PARANÁ 19.11 AD. SGC 19.11 AD. REGISTRO 20.11	AD. REGISTRO 20.11 (901886340) - PEND. BIPAR AD. VARGINHA 21.11 (901886551) - PEND. BIPAR AD. SGC 21.11 (901927188) - PEND. BIPAR AD. REGISTRO 22.11 (901866039) - PEND. BIPAR SOBRA REGISTRO 22.11 (901852642) - PEND. BIPAR ESTOJOS (89314) - ERRO NO CADASTRO DO PESO DEVOLUÇÃO - AG. COLETA	ZERADO	AD. SGC 21.11 (901851786) - PEND. BIPAR AD. SGC 21.11 (901885803) - PEND. BIPAR AD. SGC 22.11 (901857945) - PEND. BIPAR AD. PARANÁ 22.11 (901851338) - PEND. BIPAR SOBRA PARANÁ 22.11 (901838973) - PEND. BIPAR SOBRA SGC 22.11 (901846108) - PEND. BIPAR SOBRA SGC 22.11 (901851249) - PEND. BIPAR SJP (901603585) - CHAMADO ABERTO FP LOG (901625389/901707866) - PEND. COLETA FP LOG (901637767) - FATURADO FP LOG - PEND. NF	AD. REGISTRO 22.11 (901916489) - PEND. BIPAR AD. VARGINHA 22.11 (901860917) - PEND. BIPAR AD. VARGINHA 22.11 (901872973) - PEND. BIPAR AD. PARANÁ 22.11 (901873269) - PEND. BIPAR AD. SGC 22.11 (901872279) - PEND. BIPAR	F1 (901885345) - AGUARDANDO BAÚ 16 PALETES DE DESMOBILIZAÇÃO PARA MOVIMENTAR PARA MP	F1 (901922620) - AGUARDANDO BAÚ	F1 (901930491) - AGUARDANDO BAÚ F1 - 37 PALETES ESTORNADOS	PALETES DE ESTOJO COM ERRO NO CADASTRO DO PESO (89314) - NA ÁREA DE RECEBIMENTO, AO LADO DO GUARDA CORPO.	Bezerra Josefa				
TURNO 1	24/11/2025	52	1	ZERADO	AD. REGISTRO 20.11 (901886340) - PEND. BIPAR AD. VARGINHA 21.11 (901886551) - PEND. BIPAR SOBRA REGISTRO 22.11 (901852642) - PEND. BIPAR ESTOJOS (89314) - ERRO NO CADASTRO DO PESO DEVOLUÇÃO - AG. COLETA	ZERADO	AD. PARANÁ 22.11 (901851338) - PEND. BIPAR SOBRA PARANÁ 22.11 (901838973) - PEND. BIPAR AD. REGISTRO 22.11 (901916489) - PEND. BIPAR AD. REGISTR0 20.11 (901937575) - PEND. BIPAR AD. PARANÁ 22.11 (901873269) - PEND. BIPAR AD. PARANÁ 19.11 (901936395)  SJP (901603585) - CHAMADO ABERTO EXPORTAÇÃO (86056767) PEND. ENVIO COM SJP  FP LOG - PEND. NF	AD. VARGINHA 22.11 (901860917) - PEND. BIPAR AD. VARGINHA 22.11 (901872973) - PEND. BIPAR F1 PEND. ESTORNO	CARGA (901932911) EM PROCESSO DE REMONTE	F1 (901922620) - AGUARDANDO BAÚ F1 (901932911) - AGUARDANDO BAÚ	F1 (901930491) - AGUARDANDO BAÚ F1 PARA ESTORNAR	MÁQUINA GIRAFINHA EM MANUTENÇÃO  *CARGA EXPORTAÇÃO (86056767) DO FIFO1 DEVE SER PRIORIDADE NA DEMANDA DE HOJE*	Nicole Vieira				
TURNO 3	25/11/2025	239	7	AD. VARGINHA 25.11 AD. REGISTRO 25.11 PARANÁ 25.11	DEVOLUÇÃO - AG. COLETA ESTOJOS (89314) - ERRO NO CADASTRO DO PESO SOBRA REGISTRO 25.11 (901991039) - PEND. BIPAR	VAZIO	SJP (901603585) - CHAMADO ABERTO FP LOG - PEND. NF SOBRA VARGINHA 25.11 - 901987611 AD. VARGINHA 25.11 - EM DESCIDA AD. REGISTRO 25.11 - EM DESCIDA PARANÁ 25.11 - EM DESCIDA	VAZIO	EXPORTAÇÃO (86056767) E (901968892) - PEND. BIPAR (ENVIAR COM SJP) PARANÁ 25.11 (901991427) - EM CARREGAMENTO	F1 (901922620) - AGUARDANDO BAÚ	F1 (901989615) - AGUARDANDO BAÚ	PENDENTE SOLICITAR MAPA SGC 25.11 MÁQUINA GIRAFINHA EM MANUTENÇÃO F1 NO PISO DE RECEBIMENTO	Bezerra Josefa				
TURNO 1	25/11/2025	245	9	BOTICA SP (900099505) - 26.11 AD. PARANA EM DESCIDA 25.11	DEVOLUÇÃO - AG. COLETA SOBRA REGISTRO 25.11 (901991039) - PEND. BIPAR	ZERADO	SJP (901603585) - CHAMADO ABERTO FP LOG - PEND. NF SOBRA VARGINHA 25.11  (901987611) - PEND BIPAR SOBRA PARANÁ 25.11 (901995989)- PEND BIPAR AD. REGISTRO 25.11 (901995634) - PEND BIPAR AD. VARGINHA 25.11 (901997442) - PEND BIPAR BOTICA SP (900099505) - 26.11 EM DESCIDA DEVOLUÇÃO FRASCOMAR - PEND INVENTARIA	SGC 25.11 (902011190) - PEND S4	SGC 25.11 (902006686) - EM CARREGAMENTO SOBRA SGC 25.11 - EM SEPARAÇÃO	ESTOJOS (89314) - ERRO NO CADASTRO DO PESO F1 11 PALLET NO FIFO4A	*F1 (901994213) - AGUARDANDO BAÚ 20 PALLETS PARA ESTORNA	PENDENTE CRIAR LISTA 26.11 TODOS OS DESTINOS  MÁQUINA GIRAFINHA EM MANUTENÇÃO  F1 NO PISO DE RECEBIMENTO ESTOJOS (89314) - ERRO NO CADASTRO DO PESO 2 CARGA LOGIC BAU PIZZATTO TRANSBORDO - 901888218/901892648 DEVOLUÇÃO HERPLAST - PEND COLETA ITEM 81330 EM SOBE INVESTIGAÇÃO DEVOLUÇÃO FRASCOMAR - PEND INVENTARIA	Ellen Carolina				
TURNO 2	25/11/2025	145	6	SOBRA DE VARGINHA 26.11 SGC 26.11	DEVOLUÇÃO POLYMARK  AD. PARANÁ 25.11 2PLTS - PEND. BIPAR AD. REGISTRO 25.11 13 PLTS - PEND. BIPAR FP LOG - PEND. REMESSA		SJP (901603585) - CHAMADO ABERTO FP LOG - PEND. NF  SOBRA PARANÁ 25.11 (901995989)- PEND BIPAR AD. REGISTRO 25.11 (901995634) - PEND BIPAR DEVOLUÇÃO FRASCOMAR - PEND NF VARGINHA 26.11 - EM SEPARAÇÃO	VARGINHA 26.11 (DOUBLE DECK) - PEND. SPLIT	VARGINHA 26.11 (DOUBLE DECK) - EM CARREGAMENTO SOBRA VARGINHA 25.11 - PEND. BIPAR	ESTOJOS (89314) - ERRO NO CADASTRO DO PESO	F1 (CHAMADO ABERTO ERRO NO PICKING ITEM 89310) - EM CARREGAMENTO BAÚ PIZZATTO F1 - PEND. ESTORNO	DEVOLUÇÃO VIDRARIA NA ÁREA DE MATERIAL PARA ANÁLISE 8 PLTS - PEND. NF PLTS ESTOJO NO PISO DO RECEBIMENTO - PEND. ESTORNO PEND. MAPEAR AD. SGC 25.11  PEND. FINALIZAR LISTA SGC E PARANÁ 26.11	Ccarvalhosilva				
TURNO 3	26/11/2025	285	9	REGISTRO 26.11	DEVOLUÇÃO POLYMARK AD. PARANÁ 25.11 (902032534) - PEND. BIPAR FP LOG - PEND. REMESSA SOBRA SGC 26.11 (902062612) - PEND BIPAR DEVOLUÇÃO VIDRARIA - PEND. NF	PALETES DE ESTOJO - PEND. ESTORNO	SJP (901603585) - CHAMADO ABERTO FP LOG - PEND. NF SOBRA PARANÁ 25.11 (901995989)- PEND BIPAR DEVOLUÇÃO FRASCOMAR - PEND NF SOBRA VARGINHA 26.11 (902059108) - PEND. BIPAR AD. VARGINHA 26.11 - PEND. SEPARAR	SGC 26.11 (902062067) - EM CARREGAMENTO AD. REGISTRO 25.11 (901995634) - PEND BIPAR SOBRA REGISTRO 25.11 (901991039) - PEND. BIPAR	SGC 26.11 (902062341) - PEND. CARREGAMENTO	ESTOJOS (89314) - ERRO NO CADASTRO DO PESO F1 - PEND. DESBLOQUEIO	F1 - PEND. ESTORNO	PLTS ESTOJO NO PISO DO RECEBIMENTO - PEND. ESTORNO PEND. SOLICITAR PARANÁ E RESTANTE DE REGISTRO PEND. SOLICITAR AD. SGC 25.11 / AD. SGC 26.11	Santos Gisele	0	0	0	0
TURNO 1	26/11/2025	238	6	FPLOG EM DESCIDA	DEVOLUÇÃO POLYMARK FP LOG - PEND. REMESSA DEVOLUÇÃO VIDRARIA - PEND. NF PLTS DE F1	PALETES DE ESTOJO - PEND. ESTORNO	SJP (901603585) - CHAMADO ABERTO FP LOG - PEND. NF DEVOLUÇÃO FRASCOMAR - PEND NF AD. VARGINHA 26.11 (902068080)- PEND. BIPAR SOBRA VARGINHA 26.11 (902059108) - PEND. BIPAR AD. VARGINHA 26.11 - PEND. SEPARAR SOBRA SGC 26.11 (902062612) - PEND BIPAR FPLOG EM DESCIDA	AD. SGC 25.11 PARA SEPARAR  PARANÁ 26.11 (902076837) PEND. PIZZATTO TERMINAR DE ATUAR  SOBRA REGISTRO 26.11 (902082136) - PEND BIPAR	SOBRA DE PARANÁ EM SEPARAÇÃO (36 UC´S NO FIFO 3 SISTEMICO)	ESTOJOS (89314) - ERRO NO CADASTRO DO PESO	F1 - SEPARADO 48 PLTS NO EXPEDE  F1 - PEND. ESTORNO	PEND. MAPEAR AD. 26.11 DE PARANÁ  AD. REGISTRO E SGC 26.11 PEND. SOLICITAR 89305 lote BZ329 CHAMADO ABERTO  PLTS NO PISO DE RECEBIMENTO PARA ESTORNAR  LISTA DO MAPA 27.11 PEND. CRIAR  PLTS DE CINTA CHEGOU DA LOGIC	Nicole Vieira				
TURNO 3	27/11/2025	290	10	PARANÁ 27.11 AD. SGC 26.11 (1 PLT) AD. VARGINHA 26.11 (1 PLT)	DEVOLUÇÃO  FP LOG - PEND. REMESSA DEVOLUÇÃO VIDRARIA - PEND. NF AD. REGISTRO 26.11 (902126204) - PEND. BIPAR	VAZIO	SJP (901603585) - CHAMADO ABERTO FP LOG (900849324)- LO LIVRE DEVOLUÇÃO FRASCOMAR - PEND NF SOBRA SGC 26.11 (902062612) - PEND BIPAR AD. SGC 25.11 (902119570) - PEND. BIPAR PLTS DE FRASCO - PEND. ARMAZENAR	AD. PARANÁ 26.11 - EM SEPARAÇÃO	SOBRA VARGINHA 27.11 (902126321) - PEND. BIPAR AD. VARGINHA 25.11 (902124895) - PEND. BIPAR PARANÁ 27.11 - EM DESCIDA	F1 - PEND. ESTORNO	VAZIO	PEND. SOLICITAR SGC 27.11 PEND. MAPEAR LISTA DE EXPORTAÇÃO PEND. SOLICITAR AD. REGISTRO 27.11 / VARGINHA 27.11 89305 lote BZ329 CHAMADO ABERTO ESTOJOS (89314) - ERRO NO CADASTRO DO PESO 2 CARGAS DE ESTOJO NA ÁREA DE RECEBIMENTO * 18 PLTS ESTORNADOS NO FIFO4A * F1 - PEND. CARREGAR (902126665)	Santos Gisele	0	0	0	0
TURNO 1	27/11/2025	298	8	EXPORTAÇÃO 27.11 AD. VARGINHA 27.11	FP LOG - PEND. REMESSA AD. REGISTRO 26.11 (902126204) PEND. BIPAR SOBRA PARANÁ (902142561) PEND. BIPAR	VAZIO	SJP (901603585) - CHAMADO ABERTO FP LOG (900849324)- LO LIVRE SGC (902147416) CARGA PRONTA PEND. DUPLO CHECK DEVOLUÇÃO PEND. NF	AD. PARANÁ 26.11 (902130563) SGC 27.17 EM SEPARAÇÃO	SOBRA VARGINHA 27.11 (902126321) - PEND. BIPAR AD. VARGINHA 25.11 (902124895) - PEND. BIPAR AD. VARGINHA 26.11 (902132581)  - PEND. BIPAR AD. VARGINHA 27.11 EM DESCIDA  SGC 27.17 EM SEPARAÇÃO	F1 - (902147731) AGUARDANDO BAU	F1- PEND. REMESSA (FIFO4A)	PEND. SOLICITAR AD. REGISTRO 27.11 / PARANÁ 27.11 ESTOJOS (89314) - ERRO NO CADASTRO DO PESO LISTA SJP CRIADA (902095390/902005895) PEND. SOLICITAR  LISTA FPLOG CRIADA (902003219) PEND. SOLICITAR	Nicole Vieira				
TURNO 2	27/11/2025	211	8	PARANÁ 28.11 FP LOG  SOBRA DE VARGINHA 28.11 DEVOLUÇÃO	FP LOG - PEND. COLETA SOBRA PARANÁ (902142561) - PEND. BIPAR	PLTS PARA ARMAZENAR	SJP (901603585) - CHAMADO ABERTO FP LOG (900849324)- LO LIVRE DEVOLUÇÃO - EM DESCIDA REGISTRO 27.11 - EM SEPARAÇÃO AD. REGISTRO 26.11 (902126204) - PEND. BIPAR	VARGINHA 28.11 - EM SEPARAÇÃO AD. VARGINHA 27.11 - PEND. BIPAR AD. PARANÁ 26.11 - PEND. BIPAR	VARGINHA - EM CARREGAMENTO PARANÁ 28.11 - EM DESCIDA	F1 - 1 CARGA PEND. CARREGAMENTO	F1 - EM SEPARAÇÃO F1 - 4 PALETES P/ ESTORNAR	1 PLT NA ÁREA DE DIVERGÊNCIA - ENVIAR P/ SJP  PEND. SOLICITAR AD. PARANÁ 25.11 E 26.11, SGC 27.11 PEND. SOLICITAR EXPORTAÇÃO, REGISTRO E SGC 28.11	Ccarvalhosilva				
TURNO 3	28/11/2025	212	6	FP LOG - 02 PLT  SJP (902095390) SJP (902005895)	FP LOG - PEND. COLETA PALETES DA GESTÃO  PALETE LOGIC - CONTROLE DE ESTOQUE  SOBRA DE VARGINHA 28.11 (902226943) PENDENTE BIPAR  ADERÊNCIA DE SGC 27.11 () - PENDENTE CRIAR REMESSA  AD. VARGINHA () 27.11 - PENDENTE CRIAR REMESSA AD. PARANÁ 26.11 - PENDENTE CRIAR REMESSA	ZERADO	SJP (901603585) - CHAMADO ABERTO FP LOG (900849324)- LO LIVRE DEVOLUÇÃO - PENDENTE INVENTARIAR  ADERÊNCIA REGISTRO 27.11 (9022114190 - P. BIPAR  FP LOG (902003219 / 902003376/ 902065684) - AGUARDANDO DESBLOQUEIO	EXPORTAÇÃO - PENDENTE SPLIT	PARANÁ ( ) - PENDENTE CARREGAMENTO	F1 - PALETES PENDENTE ESTORNO	DEDUTIVEL PA NÃO INFLAMAVÉL - PENDENTE LEVAR P/ MP  DEDUTIVEL PLASTICO - PENDENTE SEPARAR E 21 PALETES PENDENTE LEVAR P/MP	PENDENTE MAPEAR ADERÊNCIA DO DIA 28.11  PENDENTE SOLICITAR SGC E REGISTRO	Nicolly Araujo	65	0	0	0
TURNO 1	28/11/2025	116	4	SJP (902005365)  SOBRA DE REGISTRO 28.11	AD. PARANÁ 26.11 (902228806) PEND. BIPAR  AD. PARANÁ 25.11 (902229330) PEND. BIPAR AD. VARGINHA 27.11 (902228390)  PEND. BIPAR AD. SGC 27.11 (902227032) PEND. BIPAR SOBRA DE VARGINHA 28.11 (902226943)PEND. BIPAR FPLOG (902003376) AG. COLETA	ZERADO	SJP (901603585) - CHAMADO ABERTO FP LOG (900849324) PEND. FATURAR  DEVOLUÇÃO - PENDENTE NF  CARGA REGISTRO (902126204/902211419/902260944) PEND. CARREGAMENTO	SJP (902095390) CHAMADO ABERTO PARA NF REGISTRO 22.11 EM SEPARAÇÃO NO FIFO2A	SJP (902005365) EM DESCIDA	F1- 2 FILEIRAS PARA ESTORNAR	DEDUTIVEL PA NÃO INFLAMAVÉL - PENDENTE LEVAR P/ MP DEDUTIVEL PLASTICO - PENDENTE LEVAR P/ MP F1- 48 PLTS ESTORNADOS NO CAMPO EXPEDE	PEND. SOLICITAR ADERENCIA 28.11 VARGINHA E PARANÁ  PEND. SOLICITAR MAPA SGC 28.11  LISTA BOTICA SP CRIADA (902137512) PEND. SOLICITAR 1 NF (104528) COM ERRO NO PROCESSAMENTO - CHAMADO ABERTO   89692 / 88022 ERRO DE VALOR LIQUIDO	Nicole Vieira				
